J Tech Pixel Uploader - Upload Log
[01:52:08] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:08] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:08] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:08] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:08] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:08] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:08] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:09] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:09] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:09] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:09] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:09] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:09] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:09] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:09] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:09] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:09] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:09] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:09] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:09] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:09] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:09] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:09] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:09] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:09] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:09] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:09] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:09] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:09] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:09] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:10] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:10] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:10] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:10] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:10] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:10] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:10] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:10] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:10] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:10] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:10] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:10] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:10] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:10] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:10] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:10] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:10] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:10] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:10] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:10] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:10] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:10] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:10] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:11] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:11] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:11] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:11] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:11] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:11] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:11] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:11] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:11] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:11] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:11] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:11] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:11] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:11] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:11] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:11] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:11] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:11] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:11] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:11] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:11] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:11] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:12] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:12] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:12] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:12] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:12] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:12] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:12] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:12] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:12] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:12] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:12] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:12] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:12] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:12] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:12] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:12] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:12] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:12] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:12] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:12] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:12] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:12] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:12] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:13] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:13] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:13] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:13] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:13] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:13] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:13] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:13] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:13] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:13] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:13] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:13] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:13] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:13] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:13] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:13] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:13] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:13] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:13] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:13] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:13] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:13] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:52:13] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
