J Tech Pixel Uploader - Upload Log
[01:51:04] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:51:04] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:51:04] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:51:04] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:51:04] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:51:04] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:51:04] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:51:04] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:51:04] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:51:04] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:51:04] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:51:04] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:51:04] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:51:04] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:51:04] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:51:04] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:51:04] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:51:04] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:51:04] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:51:04] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:51:04] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:51:04] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:51:04] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:51:04] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:51:04] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:51:05] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:51:05] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:51:05] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:51:05] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:51:05] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:51:05] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:51:05] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:51:05] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:51:05] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:51:05] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:51:05] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:51:05] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:51:05] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:51:05] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:51:05] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:51:05] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:51:05] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:51:05] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:51:05] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:51:05] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:51:05] 📡 Executing: esptool.py --port COM4 --baud 115200 write_flash --flash_mode dio --flash_freq 40m --flash_size detect 0x00000 C:/Users/asith/Documents/MicroControllerUploaderPython/SampleFirmware/alternating_cols_8x8.bin
[01:51:05] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:05] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:05] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:05] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:05] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:05] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:05] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:05] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:05] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:05] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:05] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:05] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:05] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:05] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:05] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:05] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:05] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:05] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:05] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:05] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:05] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:05] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:05] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:05] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:05] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:05] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:05] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:05] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:05] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:05] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:05] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:05] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:05] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:05] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:05] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:05] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:05] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:05] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:05] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:05] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:05] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:05] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:05] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:05] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:05] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:05] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:05] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:05] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:05] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:05] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:05] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:05] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:05] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:05] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:05] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:05] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
